,index,Term,LoanStatus,BorrowerRate,ProsperRating (numeric),ProsperRating (Alpha),ProsperScore,ListingCategory (numeric),EmploymentStatus,BorrowerState,Occupation,IsBorrowerHomeowner,DelinquenciesLast7Years,StatedMonthlyIncome,TotalProsperLoans,LoanOriginalAmount,LoanOriginationDate,LoanNumber,LoanOriginationQuarter,Recommendations,CurrentDelinquencies,Investors
36661,49212,36,Completed,0.2699,3.0,D,7.0,Other,Employed,FL,Accountant/CPA,True,0.0,10166.666667,0.0,10000,2011-08-30,52833,Q3 2011,0,0.0,70
36662,49213,36,Completed,0.35,1.0,HR,3.0,Debt Consolidation,Employed,IL,Teacher,False,0.0,3500.0,1.0,6500,2010-07-14,43404,Q3 2010,0,0.0,89
36663,49214,60,Completed,0.2489,4.0,C,7.0,Debt Consolidation,Employed,IL,Professional,True,27.0,5916.666667,0.0,4500,2012-04-18,63845,Q2 2012,0,0.0,7
36665,49218,36,Defaulted,0.0899,6.0,A,8.0,Other,Employed,IL,Other,False,3.0,2416.666667,1.0,3100,2012-02-22,60855,Q1 2012,0,1.0,67
36666,49219,60,Defaulted,0.287,3.0,D,6.0,Debt Consolidation,Employed,CO,Nurse's Aide,False,0.0,2083.333333,0.0,7000,2012-03-13,61852,Q1 2012,0,0.0,161
36667,49220,36,Completed,0.0655,7.0,AA,10.0,Debt Consolidation,Employed,NJ,Professional,False,0.0,5833.333333,0.0,4000,2011-03-15,47755,Q1 2011,0,0.0,86
36668,49221,36,Completed,0.2932,2.0,E,6.0,Debt Consolidation,Other,IL,Other,True,2.0,2833.333333,0.0,3200,2012-11-07,77588,Q4 2012,0,0.0,42
36669,49222,36,Completed,0.0591,7.0,AA,10.0,Other,Employed,MN,Professional,True,0.0,6000.0,0.0,1000,2009-08-25,38282,Q3 2009,0,0.0,125
36671,49224,36,Defaulted,0.2511,3.0,D,5.0,Debt Consolidation,Employed,IL,Waiter/Waitress,True,0.0,2083.333333,0.0,10000,2011-12-20,57677,Q4 2011,0,1.0,205
36682,49237,60,Completed,0.1255,6.0,A,9.0,Debt Consolidation,Employed,IN,Clergy,False,0.0,5916.666667,0.0,13000,2011-01-24,46556,Q1 2011,0,0.0,297
36684,49239,36,Completed,0.3177,1.0,HR,5.0,Debt Consolidation,Employed,OH,Nurse (RN),False,0.0,4000.0,0.0,4000,2012-07-30,71548,Q3 2012,0,0.0,4
36685,49240,60,Defaulted,0.2747,3.0,D,5.0,Home Improvement,Employed,GA,Other,False,0.0,3250.0,1.0,2500,2012-07-27,71121,Q3 2012,0,0.0,37
36686,49242,36,Completed,0.092,6.0,A,9.0,Debt Consolidation,Employed,VT,Engineer - Mechanical,True,0.0,5250.0,1.0,6500,2010-03-30,41529,Q1 2010,0,0.0,195
36687,49243,36,Completed,0.19,4.0,C,9.0,Auto,Employed,NC,Analyst,True,0.0,4166.666667,0.0,1000,2009-12-10,39839,Q4 2009,0,1.0,43
36691,49248,36,Completed,0.1095,6.0,A,9.0,Business,Employed,TX,Executive,True,0.0,50000.0,0.0,15000,2011-01-19,46560,Q1 2011,0,0.0,217
36692,49249,36,Defaulted,0.3099,2.0,E,1.0,Other,Not employed,CA,Other,False,14.0,0.0,1.0,5000,2011-06-29,50688,Q2 2011,0,0.0,31
36696,49254,36,Completed,0.2899,2.0,E,1.0,Debt Consolidation,Employed,WA,Administrative Assistant,False,5.0,2600.0,3.0,5000,2011-05-13,49317,Q2 2011,1,0.0,81
36697,49256,36,Completed,0.2005,4.0,C,9.0,Debt Consolidation,Employed,GA,Professional,False,0.0,2528.916667,1.0,5000,2009-12-31,40269,Q4 2009,0,0.0,207
36702,49261,36,Completed,0.0649,7.0,AA,10.0,Other,Employed,KY,Professional,True,0.0,10416.666667,1.0,12250,2012-05-24,66555,Q2 2012,0,0.0,291
36703,49262,36,Completed,0.1949,4.0,C,8.0,Other,Employed,CA,Professional,False,0.0,5916.666667,0.0,4000,2011-04-29,48964,Q2 2011,0,0.0,62
36704,49263,36,Completed,0.2699,3.0,D,6.0,Debt Consolidation,Employed,CA,Medical Technician,True,0.0,2166.666667,0.0,6000,2011-08-15,52201,Q3 2011,0,0.0,48
36707,49267,36,Completed,0.2399,3.0,D,5.0,Debt Consolidation,Self-employed,CO,Retail Management,False,0.0,7083.333333,1.0,12000,2011-07-26,51602,Q3 2011,0,0.0,71
36710,49271,36,Completed,0.1449,5.0,B,8.0,Debt Consolidation,Employed,CA,Other,False,21.0,4583.333333,0.0,6000,2012-02-07,60132,Q1 2012,0,0.0,22
36711,49272,36,Completed,0.2645,3.0,D,8.0,Other,Employed,GA,Retail Management,False,3.0,5000.0,3.0,6000,2009-11-03,39253,Q4 2009,0,0.0,223
36715,49276,60,Completed,0.1551,6.0,A,8.0,Debt Consolidation,Employed,FL,Other,True,0.0,2916.666667,0.0,25000,2012-06-20,68279,Q2 2012,0,0.0,459
36716,49277,36,Completed,0.06,7.0,AA,10.0,Other,Employed,NC,Analyst,True,0.0,4166.666667,0.0,1000,2010-01-13,40385,Q1 2010,1,0.0,77
36721,49287,60,Completed,0.183,5.0,B,6.0,Home Improvement,Other,DE,Other,False,0.0,3.0,2.0,5000,2012-05-07,65277,Q2 2012,0,0.0,70
36724,49295,36,Defaulted,0.1734,4.0,C,5.0,Debt Consolidation,Employed,OH,Retail Management,True,60.0,3750.0,1.0,7176,2012-08-30,73436,Q3 2012,0,0.0,54
36727,49300,36,Completed,0.35,2.0,E,6.0,Debt Consolidation,Employed,OH,Other,True,0.0,4225.0,0.0,2000,2010-03-24,41455,Q1 2010,0,1.0,17
36728,49301,36,Completed,0.35,1.0,HR,4.0,Debt Consolidation,Employed,MO,Other,False,6.0,6916.666667,1.0,2000,2010-12-09,45849,Q4 2010,0,0.0,22
36734,49307,36,Defaulted,0.2699,3.0,D,6.0,Debt Consolidation,Employed,MD,Retail Management,False,0.0,4666.666667,0.0,10000,2011-09-21,53499,Q3 2011,0,0.0,4
36739,49312,36,Completed,0.071,7.0,AA,10.0,Business,Employed,VA,Analyst,False,0.0,3916.666667,0.0,1500,2010-05-10,42403,Q2 2010,0,0.0,78
36741,49314,36,Completed,0.2699,3.0,D,8.0,Business,Employed,FL,Investor,True,0.0,2416.666667,0.0,5000,2011-09-30,54133,Q3 2011,0,0.0,97
36743,49317,36,Completed,0.2049,4.0,C,4.0,Debt Consolidation,Employed,MI,Sales - Commission,False,14.0,5666.666667,0.0,11000,2013-04-25,88737,Q2 2013,0,1.0,1
36746,49321,36,Completed,0.092,6.0,A,9.0,Debt Consolidation,Employed,NY,Other,False,1.0,6000.0,1.0,4500,2010-05-20,42589,Q2 2010,0,0.0,175
36749,49327,36,Defaulted,0.0912,6.0,A,9.0,Debt Consolidation,Employed,TX,Professional,True,0.0,6000.0,2.0,2000,2010-03-17,41240,Q1 2010,0,0.0,101
36752,49331,36,Completed,0.3199,2.0,E,5.0,Auto,Employed,MO,Other,False,0.0,1473.333333,0.0,2600,2011-05-09,49211,Q2 2011,0,0.0,60
36758,49340,36,Completed,0.3199,1.0,HR,4.0,Debt Consolidation,Employed,IN,Professional,True,0.0,3625.0,0.0,3000,2011-04-26,48769,Q2 2011,0,0.0,43
36760,49345,36,Completed,0.142,5.0,B,8.0,Other,Employed,KS,Professional,True,0.0,2683.166667,0.0,1000,2010-12-06,45698,Q4 2010,0,0.0,39
36764,49349,36,Completed,0.19,3.0,D,7.0,Debt Consolidation,Employed,GA,Clerical,True,2.0,2250.0,1.0,1000,2009-09-14,38502,Q3 2009,0,1.0,44
36768,49354,36,Completed,0.1799,5.0,B,8.0,Home Improvement,Employed,MD,Professional,True,1.0,7083.333333,0.0,5000,2011-09-22,53556,Q3 2011,0,0.0,94
36769,49357,60,Defaulted,0.2153,4.0,C,5.0,Other,Employed,CA,Food Service,False,3.0,1958.333333,0.0,12649,2013-01-17,82302,Q1 2013,0,0.0,140
36772,49360,36,Completed,0.199,4.0,C,9.0,Other,Employed,IN,Teacher,False,0.0,5166.666667,0.0,1500,2010-08-17,43933,Q3 2010,0,0.0,29
36774,49364,36,Defaulted,0.2324,3.0,D,6.0,Debt Consolidation,Employed,TX,Attorney,True,0.0,18750.0,0.0,4000,2012-08-14,71988,Q3 2012,0,0.0,69
36777,49368,36,Completed,0.2699,3.0,D,5.0,Debt Consolidation,Employed,KS,Sales - Retail,True,0.0,3166.666667,0.0,10000,2011-08-19,52331,Q3 2011,0,0.0,69
36786,49379,36,Completed,0.31,1.0,HR,4.0,Other,Other,VA,Other,False,0.0,6859.0,0.0,1200,2010-10-20,44879,Q4 2010,0,1.0,61
36787,49380,12,Completed,0.0801,6.0,A,10.0,Debt Consolidation,Employed,KY,Retail Management,True,39.0,4550.0,0.0,3000,2012-11-16,78004,Q4 2012,0,1.0,63
36790,49385,60,Completed,0.2632,3.0,D,2.0,Debt Consolidation,Employed,TX,Professional,True,0.0,11416.666667,2.0,15000,2012-08-08,72113,Q3 2012,1,0.0,188
36791,49386,60,Completed,0.1219,6.0,A,7.0,Debt Consolidation,Employed,AL,Nurse (RN),True,0.0,4166.666667,0.0,10000,2013-05-21,90624,Q2 2013,0,0.0,161
36793,49390,36,Completed,0.3125,1.0,HR,3.0,Business,Self-employed,GA,Computer Programmer,True,0.0,10177.0,1.0,4000,2011-04-29,48926,Q2 2011,0,0.0,42
36802,49400,36,Completed,0.3199,2.0,E,1.0,Debt Consolidation,Employed,TN,Clerical,True,0.0,4416.666667,0.0,5000,2011-09-26,53607,Q3 2011,0,0.0,11
36804,49404,36,Completed,0.2699,3.0,D,6.0,Debt Consolidation,Employed,NH,Skilled Labor,False,0.0,2083.333333,0.0,6000,2011-02-15,47143,Q1 2011,0,0.0,98
36805,49405,36,Completed,0.176,4.0,C,6.0,Debt Consolidation,Other,TX,,False,0.0,3400.0,0.0,10000,2013-10-23,107261,Q4 2013,0,1.0,1
36806,49406,36,Completed,0.149,5.0,B,8.0,Debt Consolidation,Employed,TX,Computer Programmer,True,0.0,7333.0,0.0,8221,2011-01-10,46449,Q1 2011,0,0.0,155
36811,49414,36,Completed,0.2049,4.0,C,7.0,Debt Consolidation,Employed,NY,Computer Programmer,True,0.0,7916.666667,0.0,15000,2012-04-10,63378,Q2 2012,0,0.0,22
36812,49416,36,Completed,0.1029,6.0,A,8.0,Other,Employed,MN,Professional,True,0.0,7583.333333,2.0,2000,2011-08-22,52378,Q3 2011,0,0.0,31
36814,49418,36,Completed,0.2625,3.0,D,7.0,Debt Consolidation,Retired,NH,Other,False,13.0,2834.416667,0.0,1500,2010-03-19,41320,Q1 2010,0,2.0,46
36817,49421,36,Completed,0.089,6.0,A,9.0,Other,Employed,VA,Other,False,0.0,3675.0,0.0,5000,2011-03-10,47672,Q1 2011,0,0.0,76
36820,49424,36,Defaulted,0.2958,2.0,E,6.0,Other,Employed,FL,Professional,False,8.0,5916.666667,0.0,4000,2012-03-02,61429,Q1 2012,0,0.0,8
36821,49425,36,Completed,0.0655,7.0,AA,10.0,Other,Employed,AK,Analyst,True,0.0,5166.666667,0.0,3200,2011-01-31,46818,Q1 2011,0,0.0,69
36822,49426,36,Completed,0.1199,6.0,A,8.0,Other,Employed,CA,Professional,False,0.0,8008.333333,0.0,8500,2013-10-31,109150,Q4 2013,0,0.0,1
36823,49427,60,Completed,0.2124,5.0,B,8.0,Debt Consolidation,Employed,AZ,Analyst,False,0.0,4000.0,0.0,19000,2012-08-15,72460,Q3 2012,0,0.0,27
36828,49434,60,Completed,0.2769,2.0,E,3.0,Debt Consolidation,Employed,VA,Military Enlisted,True,0.0,5416.666667,0.0,10000,2013-11-21,111656,Q4 2013,0,0.0,104
36841,49450,36,Completed,0.092,6.0,A,9.0,Debt Consolidation,Employed,FL,Construction,True,0.0,2500.0,0.0,2600,2010-03-17,41243,Q1 2010,0,0.0,103
36843,49454,36,Completed,0.0695,7.0,AA,10.0,Home Improvement,Employed,MD,Computer Programmer,True,0.0,10000.0,0.0,2000,2009-11-17,39496,Q4 2009,0,0.0,90
36846,49458,36,Completed,0.092,6.0,A,9.0,Debt Consolidation,Employed,CA,Other,False,0.0,4333.333333,0.0,6500,2010-05-26,42662,Q2 2010,0,0.0,184
36849,49461,36,Completed,0.18,4.0,C,9.0,Debt Consolidation,Employed,AL,Engineer - Chemical,False,0.0,7083.333333,0.0,5250,2010-04-14,41857,Q2 2010,0,0.0,243
36855,49467,36,Completed,0.15,5.0,B,8.0,Debt Consolidation,Employed,UT,Skilled Labor,True,0.0,5416.666667,1.0,10350,2009-09-03,38399,Q3 2009,0,0.0,366
36861,49474,36,Completed,0.0964,6.0,A,8.0,Debt Consolidation,Employed,VA,Other,True,0.0,6000.0,1.0,14500,2012-06-26,68623,Q2 2012,0,0.0,238
36862,49475,36,Defaulted,0.3177,1.0,HR,5.0,Home Improvement,Employed,GA,Military Enlisted,True,0.0,4713.75,0.0,4000,2012-06-25,68343,Q2 2012,0,0.0,47
36866,49479,36,Completed,0.0835,6.0,A,9.0,Debt Consolidation,Employed,CA,Other,False,0.0,4166.666667,0.0,6700,2010-02-11,40829,Q1 2010,0,0.0,211
36869,49482,36,Completed,0.134,5.0,B,8.0,Debt Consolidation,Employed,NM,Professional,True,0.0,5558.333333,1.0,5000,2011-01-05,46411,Q1 2011,0,0.0,87
36870,49486,36,Completed,0.2575,3.0,D,8.0,Other,Employed,IL,Professional,False,9.0,7380.5,1.0,3000,2010-09-03,44259,Q3 2010,0,1.0,69
36872,49488,36,Completed,0.2575,3.0,D,7.0,Debt Consolidation,Employed,MD,Military Enlisted,False,0.0,4250.0,1.0,7400,2010-11-18,45406,Q4 2010,0,0.0,67
36873,49493,36,Completed,0.3199,1.0,HR,2.0,Debt Consolidation,Employed,IN,Sales - Retail,True,1.0,5416.666667,0.0,4000,2011-05-27,49770,Q2 2011,0,1.0,22
36877,49499,36,Completed,0.08,7.0,AA,10.0,Debt Consolidation,Employed,CA,Attorney,True,0.0,19166.666667,0.0,15500,2011-01-07,46477,Q1 2011,0,0.0,377
36878,49500,36,Defaulted,0.1799,5.0,B,8.0,Other,Employed,CA,Nurse (RN),True,0.0,8333.333333,0.0,10000,2011-10-28,55220,Q4 2011,0,0.0,181
36881,49505,36,Completed,0.209,4.0,C,9.0,Debt Consolidation,Employed,OK,Sales - Commission,True,0.0,6666.666667,1.0,7500,2010-07-12,43353,Q3 2010,0,0.0,308
36886,49511,36,Completed,0.0835,6.0,A,9.0,Debt Consolidation,Employed,OH,Tradesman - Electrician,True,0.0,5666.666667,0.0,4000,2010-01-04,40258,Q1 2010,0,0.0,100
36888,49513,60,Completed,0.222,4.0,C,5.0,Debt Consolidation,Employed,NC,Accountant/CPA,True,0.0,6250.0,1.0,5000,2012-07-18,70682,Q3 2012,0,0.0,7
36889,49514,36,Defaulted,0.1664,5.0,B,8.0,Other,Employed,NJ,Food Service,False,0.0,1666.666667,0.0,5000,2011-12-05,56975,Q4 2011,0,0.0,41
36890,49515,36,Completed,0.0854,7.0,AA,10.0,Other,Employed,TX,Professional,True,0.0,8166.666667,0.0,5500,2011-10-24,54833,Q4 2011,0,0.0,91
36893,49518,36,Completed,0.3123,3.0,D,6.0,Business,Self-employed,ID,Executive,True,0.0,10000.0,0.0,5000,2010-03-24,41431,Q1 2010,0,0.0,63
36895,49520,36,Completed,0.092,6.0,A,9.0,Debt Consolidation,Employed,NY,Professional,True,0.0,7416.666667,2.0,5900,2010-06-10,42895,Q2 2010,0,0.0,231
36898,49525,36,Completed,0.295,3.0,D,6.0,Other,Employed,CA,Administrative Assistant,False,0.0,1666.666667,0.0,4500,2010-12-07,45784,Q4 2010,1,0.0,88
36899,49526,36,Completed,0.1515,5.0,B,9.0,Home Improvement,Employed,TX,Professional,True,23.0,19333.333333,0.0,15000,2010-08-27,44166,Q3 2010,0,0.0,437
36905,49534,36,Completed,0.275,3.0,D,8.0,Auto,Employed,IL,Food Service,False,0.0,3000.0,0.0,5000,2010-10-19,44846,Q4 2010,0,0.0,118
36911,49540,36,Defaulted,0.1599,5.0,B,6.0,Other,Employed,GA,Administrative Assistant,False,10.0,4083.333333,2.0,5500,2013-02-06,85025,Q1 2013,0,0.0,95
36916,49547,36,Completed,0.3177,1.0,HR,5.0,Other,Employed,MD,Other,True,0.0,19000.0,0.0,4000,2012-05-31,66985,Q2 2012,0,1.0,12
36919,49551,12,Completed,0.0873,6.0,A,9.0,Debt Consolidation,Employed,FL,Other,False,0.0,10666.666667,1.0,8000,2013-02-05,84992,Q1 2013,0,0.0,147
36928,49565,12,Completed,0.1304,4.0,C,5.0,Auto,Employed,MN,Social Worker,True,0.0,3500.0,1.0,2000,2012-06-06,67439,Q2 2012,0,0.0,50
36930,49567,36,Completed,0.2049,4.0,C,7.0,Other,Employed,AZ,Postal Service,False,72.0,4416.666667,0.0,7500,2012-03-30,62979,Q1 2012,0,0.0,131
36931,49569,36,Defaulted,0.2639,2.0,E,6.0,Debt Consolidation,Employed,IL,Executive,False,12.0,10000.0,3.0,4000,2013-04-17,88382,Q2 2013,0,5.0,1
36938,49578,36,Completed,0.1599,5.0,B,8.0,Debt Consolidation,Employed,CT,Other,False,21.0,5000.0,0.0,3500,2012-12-26,79645,Q4 2012,0,0.0,60
36939,49579,36,Completed,0.1656,5.0,B,7.0,Debt Consolidation,Employed,NC,Administrative Assistant,True,0.0,3466.666667,2.0,15000,2011-10-14,54473,Q4 2011,0,0.0,7
36944,49586,36,Defaulted,0.2599,3.0,D,7.0,Debt Consolidation,Employed,RI,Nurse (RN),False,4.0,6500.0,0.0,7000,2011-04-27,48827,Q2 2011,0,0.0,69
36945,49587,36,Completed,0.2552,3.0,D,5.0,Debt Consolidation,Employed,HI,Military Enlisted,False,0.0,833.333333,0.0,10000,2012-02-14,60375,Q1 2012,0,0.0,153
36946,49588,36,Defaulted,0.2574,3.0,D,4.0,Auto,Employed,FL,Food Service,False,0.0,1416.666667,1.0,10000,2011-11-08,55701,Q4 2011,0,0.0,139
36947,49589,36,Completed,0.215,3.0,D,4.0,Debt Consolidation,Employed,TX,Other,False,0.0,4104.166667,0.0,2000,2014-01-30,130036,Q1 2014,0,0.0,1
36949,49591,36,Completed,0.3177,1.0,HR,3.0,Debt Consolidation,Self-employed,TX,Skilled Labor,True,0.0,3833.333333,0.0,4000,2012-02-14,60348,Q1 2012,0,0.0,2
36950,49592,36,Completed,0.103,6.0,A,9.0,Debt Consolidation,Employed,CA,Accountant/CPA,True,0.0,4246.666667,1.0,2000,2009-09-16,38497,Q3 2009,0,0.0,150
36951,49593,36,Completed,0.3058,2.0,E,6.0,Other,Employed,IL,Computer Programmer,True,0.0,17277.083333,0.0,4000,2012-02-09,60139,Q1 2012,0,0.0,1
36952,49594,36,Completed,0.0655,7.0,AA,10.0,Home Improvement,Employed,CT,Computer Programmer,True,0.0,10416.666667,0.0,25000,2011-01-31,46742,Q1 2011,1,0.0,301
36954,49596,36,Completed,0.0964,6.0,A,8.0,Other,Employed,RI,Professional,True,5.0,6583.333333,2.0,7000,2012-06-19,68128,Q2 2012,0,0.0,93
36956,49598,36,Completed,0.2199,3.0,D,7.0,Other,Employed,FL,Professional,False,1.0,3750.0,1.0,2000,2011-03-25,48026,Q1 2011,0,0.0,3
36957,49599,36,Defaulted,0.2099,4.0,C,7.0,Home Improvement,Employed,NY,Analyst,True,0.0,4166.666667,0.0,5000,2012-07-30,71566,Q3 2012,0,0.0,42
36958,49600,60,Defaulted,0.1644,6.0,A,8.0,Other,Employed,DE,Professional,True,0.0,5666.666667,0.0,20000,2012-01-13,58873,Q1 2012,0,0.0,267
36959,49601,36,Completed,0.139,6.0,A,9.0,Business,Employed,WI,Executive,False,0.0,3333.333333,0.0,16000,2011-10-12,54462,Q4 2011,0,0.0,327
36960,49602,36,Completed,0.0795,7.0,AA,10.0,Home Improvement,Employed,NY,Accountant/CPA,True,0.0,8000.0,0.0,4200,2010-08-24,44125,Q3 2010,0,0.0,222
36962,49604,36,Completed,0.2969,2.0,E,1.0,Other,Employed,CA,Professional,True,0.0,9416.666667,1.0,2000,2012-08-17,72542,Q3 2012,0,0.0,23
36974,49624,60,Completed,0.2489,4.0,C,7.0,Other,Employed,MA,Accountant/CPA,False,0.0,4250.0,0.0,4000,2012-07-24,70854,Q3 2012,0,0.0,75
36975,49626,60,Defaulted,0.2199,4.0,C,8.0,Debt Consolidation,Employed,MO,Computer Programmer,False,11.0,6000.0,1.0,8500,2011-08-31,52796,Q3 2011,0,0.0,151
36978,49631,36,Defaulted,0.3177,1.0,HR,4.0,Debt Consolidation,Employed,TX,Computer Programmer,True,0.0,5000.0,0.0,4000,2012-01-20,59140,Q1 2012,0,0.0,1
36980,49633,36,Completed,0.3199,2.0,E,5.0,Debt Consolidation,Employed,TX,Professional,False,0.0,4000.0,0.0,7500,2011-08-16,52184,Q3 2011,0,0.0,50
36982,49636,36,Completed,0.089,6.0,A,9.0,Debt Consolidation,Employed,VA,Computer Programmer,False,0.0,3643.916667,0.0,5712,2011-02-28,47451,Q1 2011,0,0.0,134
36987,49641,12,Completed,0.0699,7.0,AA,9.0,Debt Consolidation,Employed,IL,Analyst,False,0.0,4583.333333,0.0,5000,2012-07-20,70853,Q3 2012,0,0.0,87
36991,49645,36,Defaulted,0.2148,4.0,C,7.0,Debt Consolidation,Employed,NC,Professor,True,0.0,4250.0,0.0,15000,2012-06-29,68915,Q2 2012,0,0.0,195
36997,49651,36,Completed,0.2625,3.0,D,7.0,Home Improvement,Employed,IL,Skilled Labor,False,0.0,3333.333333,1.0,2999,2010-05-05,42336,Q2 2010,0,4.0,75
37005,49661,36,Completed,0.0655,7.0,AA,10.0,Other,Employed,FL,Attorney,False,0.0,7916.666667,0.0,10200,2011-04-18,48563,Q2 2011,0,0.0,217
37006,49662,36,Completed,0.08,7.0,AA,10.0,Debt Consolidation,Employed,CA,Computer Programmer,False,0.0,11666.666667,0.0,20000,2010-12-22,46174,Q4 2010,0,0.0,375
37007,49664,36,Completed,0.2049,4.0,C,7.0,Other,Employed,NC,Professional,True,0.0,9250.0,0.0,2000,2012-02-23,60989,Q1 2012,0,0.0,34
37009,49669,36,Completed,0.2574,3.0,D,5.0,Business,Employed,SC,Professional,True,1.0,12500.0,2.0,4800,2011-11-16,56177,Q4 2011,0,0.0,96
37010,49670,36,Completed,0.1449,5.0,B,8.0,Other,Employed,IL,Professional,False,5.0,4000.0,0.0,6300,2012-04-19,63955,Q2 2012,0,0.0,100
37011,49671,36,Defaulted,0.1204,6.0,A,9.0,Business,Employed,TX,Executive,False,20.0,10000.0,0.0,3000,2010-02-04,40755,Q1 2010,0,1.0,137
37012,49674,36,Completed,0.1679,5.0,B,6.0,Debt Consolidation,Employed,CA,Analyst,True,0.0,6333.333333,0.0,21000,2013-06-19,93583,Q2 2013,0,0.0,89
37013,49675,60,Defaulted,0.2468,4.0,C,7.0,Other,Employed,MO,Laborer,True,0.0,1890.0,0.0,10000,2012-02-27,61074,Q1 2012,0,0.0,181
37014,49677,36,Completed,0.35,2.0,E,6.0,Debt Consolidation,Employed,NC,Professional,False,6.0,6000.0,2.0,4000,2010-06-22,43082,Q2 2010,0,1.0,42
37015,49679,36,Completed,0.295,3.0,D,7.0,Debt Consolidation,Employed,MO,Other,True,6.0,5666.666667,0.0,7500,2011-01-11,46455,Q1 2011,0,0.0,90
37016,49680,36,Completed,0.3199,2.0,E,6.0,Debt Consolidation,Employed,IN,Other,False,23.0,2333.333333,0.0,3000,2011-02-03,46905,Q1 2011,0,1.0,62
37017,49681,36,Completed,0.1449,5.0,B,8.0,Debt Consolidation,Employed,CA,Nurse (RN),False,0.0,9166.666667,0.0,15000,2012-02-22,60769,Q1 2012,0,0.0,91
37018,49682,36,Completed,0.2625,3.0,D,7.0,Debt Consolidation,Employed,OH,Professional,False,0.0,4366.666667,1.0,4500,2010-05-17,42519,Q2 2010,0,0.0,115
37019,49683,36,Defaulted,0.322,2.0,E,6.0,Business,Employed,CA,Sales - Commission,False,0.0,6250.0,0.0,5000,2010-12-23,46190,Q4 2010,0,0.0,132
37020,49684,60,Completed,0.2962,2.0,E,2.0,Debt Consolidation,Employed,TX,Professional,True,0.0,7500.0,1.0,4000,2013-02-05,85078,Q1 2013,0,2.0,46
37024,49689,36,Completed,0.1154,6.0,A,9.0,Debt Consolidation,Employed,CA,Analyst,True,0.0,5416.666667,0.0,15000,2011-12-30,58257,Q4 2011,0,0.0,4
37031,49700,60,Completed,0.1845,5.0,B,10.0,Debt Consolidation,Employed,MI,Doctor,False,0.0,9250.0,0.0,8000,2012-02-24,60988,Q1 2012,0,0.0,140
37032,49701,36,Defaulted,0.35,1.0,HR,5.0,Debt Consolidation,Employed,SC,Car Dealer,False,0.0,3500.0,0.0,1000,2010-05-26,42706,Q2 2010,0,1.0,29
37037,49706,60,Completed,0.2118,4.0,C,8.0,Business,Employed,CA,Religious,False,0.0,1000.0,0.0,5000,2012-10-30,77216,Q4 2012,0,0.0,37
37041,49710,36,Completed,0.2625,3.0,D,8.0,Other,Employed,MN,Sales - Commission,False,3.0,1666.666667,0.0,3000,2010-04-30,42102,Q2 2010,0,0.0,134
37045,49715,36,Completed,0.201,4.0,C,9.0,Auto,Employed,PA,Analyst,False,0.0,3333.333333,1.0,3000,2009-11-13,39456,Q4 2009,0,0.0,114
37047,49717,12,Completed,0.1259,4.0,C,4.0,Other,Employed,VA,Military Enlisted,False,0.0,4583.333333,1.0,3365,2012-02-23,60960,Q1 2012,0,0.0,27
37048,49718,36,Completed,0.2958,2.0,E,6.0,Debt Consolidation,Employed,NC,Other,True,0.0,5416.666667,0.0,3000,2012-07-10,69475,Q3 2012,0,0.0,68
37052,49723,36,Completed,0.08,7.0,AA,10.0,Debt Consolidation,Employed,IL,Computer Programmer,True,0.0,11472.083333,0.0,12000,2010-11-24,45558,Q4 2010,0,0.0,474
37054,49725,36,Defaulted,0.1449,5.0,B,5.0,Debt Consolidation,Other,OH,Other,True,0.0,5000.0,1.0,7016,2012-04-06,63177,Q2 2012,0,0.0,120
37056,49727,36,Completed,0.2599,3.0,D,7.0,Debt Consolidation,Employed,OH,Accountant/CPA,False,0.0,4083.333333,0.0,4500,2011-05-10,49198,Q2 2011,0,0.0,36
37061,49736,12,Completed,0.1279,5.0,B,8.0,Other,Employed,PA,Professional,False,0.0,6250.0,0.0,6000,2012-10-12,75858,Q4 2012,0,0.0,36
37062,49737,36,Completed,0.2574,1.0,HR,5.0,Debt Consolidation,Employed,MI,Administrative Assistant,False,0.0,4083.333333,2.0,3500,2010-09-20,44420,Q3 2010,0,0.0,156
37063,49738,36,Completed,0.2561,3.0,D,6.0,Other,Employed,FL,Other,False,0.0,2500.0,0.0,10000,2011-12-05,56856,Q4 2011,0,4.0,214
37066,49742,36,Defaulted,0.3177,1.0,HR,5.0,Other,Employed,AL,Other,True,0.0,5458.333333,0.0,4000,2012-05-15,65703,Q2 2012,0,0.0,82
37078,49755,36,Completed,0.1089,6.0,A,8.0,Debt Consolidation,Employed,NY,Professional,True,0.0,6250.0,0.0,14000,2013-03-22,86968,Q1 2013,0,0.0,160
37082,49760,36,Completed,0.2699,3.0,D,6.0,Debt Consolidation,Employed,WA,Administrative Assistant,False,0.0,4750.0,0.0,10000,2011-09-30,54089,Q3 2011,0,0.0,93
37083,49761,36,Completed,0.3,2.0,E,10.0,Debt Consolidation,Employed,VT,Administrative Assistant,True,28.0,3466.666667,1.0,3000,2010-04-05,41595,Q2 2010,0,0.0,99
37087,49766,36,Completed,0.3199,2.0,E,4.0,Debt Consolidation,Employed,MD,Scientist,True,0.0,3833.333333,0.0,7500,2011-07-27,51639,Q3 2011,0,0.0,3
37089,49768,36,Defaulted,0.3199,2.0,E,4.0,Debt Consolidation,Employed,IL,Teacher,True,0.0,3333.333333,0.0,6000,2011-08-31,52829,Q3 2011,0,0.0,2
